strHUC12RNG,strUC,intGapOrigin,intGapPres,intGapRepro,intGapSeas,Origin,Presence,Reproduction,Season
180101080201,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600050104,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300100503,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180902060301,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180703020201,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
181002040801,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180101050302,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201160402,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400121103,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180703040802,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300122001,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400030502,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201290503,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180500040702,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600040405,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180703041002,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180701060505,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180101100101,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180101050104,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400091301,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201510305,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180101020602,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600050604,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600050804,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300040302,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300090202,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600050203,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600050303,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180902061102,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400080501,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600050101,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180102110703,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
181002010204,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600130101,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180701020701,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600100504,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180500060207,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180703020405,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
181002020105,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171003011005,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201260103,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
181002030102,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
181001000704,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600070104,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180703041101,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180702030202,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180500020908,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180902061403,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201040102,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300071402,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171003090405,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180902060103,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300060501,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201290501,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180101080301,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180702040203,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180102041405,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171003090503,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171003070812,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400130802,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300010502,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201590106,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400130606,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201550301,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201160301,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180701040302,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201210804,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300020203,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180500010104,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400030403,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180701040103,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300060803,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
181001000901,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400030801,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400120702,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300070304,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
181002030205,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600050501,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600080502,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400011504,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400061102,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180500050402,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180101100403,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600051404,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
181002040901,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600060604,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600050102,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600050605,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400510302,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400091304,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180703010104,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180101100703,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180101070205,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600050202,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180101100202,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201530304,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180101090108,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201560602,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600100703,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600130106,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180500060203,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180702020103,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180102060101,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201040101,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171003100203,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180500021005,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300030401,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201620102,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600110102,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400120701,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180500020907,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300030106,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300050202,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180101050401,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
181002020102,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180102030308,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600100402,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180102060303,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180101080304,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180703020402,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600080404,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300120601,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400110302,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171003110701,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400130601,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400091303,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600080601,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600050710,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180703010103,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400091004,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180102020301,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600080202,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180902080703,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600060506,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201560503,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180702020102,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180102041003,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600030102,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180102040506,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180500010301,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180500060205,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180102060201,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201580401,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180101100301,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180701020502,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600020701,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600051106,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171003100101,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180101051001,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180500060102,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180703010404,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400110102,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180101080408,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400090804,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600100201,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180101080406,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180101060403,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
181002020104,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400020301,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201560104,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201560401,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600051508,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300120303,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180101060101,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180102070303,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201040203,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300020202,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180500030203,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300050201,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300031104,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180902061103,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300060901,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600070206,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201160501,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180703050601,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180702030501,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180500050101,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180500020903,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300060202,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300120102,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180703040803,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201630502,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171003020304,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180101070101,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400080803,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300071203,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171003080306,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180102040703,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300020204,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171003080201,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171003020702,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180200050402,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300040203,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400100703,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201620308,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180101060406,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180701020801,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180703050201,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
181002030203,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171003070113,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180102120203,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400010803,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180702020307,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171003020502,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201160202,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201040802,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180102041401,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201540501,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201610202,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180703030304,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600040404,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180102060603,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201040400,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171003090104,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400100306,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400120303,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180102030305,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400091201,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201510103,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201610204,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180500040502,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180703020501,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201540102,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600020605,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400510204,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300060402,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180102120204,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180102030307,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171003090602,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180902040305,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180703020406,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180702030302,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180703030201,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180702030801,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600050205,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201540101,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180703030501,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400080307,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300070902,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171003070810,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201260201,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600030201,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400120405,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
181002030302,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180701020303,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171003020603,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300070601,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600100505,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180102120505,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180500020906,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180902080401,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180701020706,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171003100302,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180500040405,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201250704,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180701020505,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400130801,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201530501,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600070305,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201550402,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180102060901,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201040103,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180500030105,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400130605,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180102110704,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180702030504,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180500020608,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600051002,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201540105,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300100703,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400121002,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180703040102,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600110203,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400030602,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180701010202,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600051103,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201630401,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300071401,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600120106,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300120104,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600080203,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
181002010104,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180701020603,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600050301,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600040202,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180300071101,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600020203,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400030903,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400080502,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180500030403,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201150601,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201160407,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180101030405,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171003090201,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180400120602,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600100301,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180703040203,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600050401,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180600130204,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180703040505,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180201260502,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
180500041001,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
171003080204,bCALTx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
